iso3,iso2,name,capital,continent,region,income_level,year,population,gdp,inflation,female_population,life_expectancy,poverty,fertility,hospital_beds_1000,physicians_1000,maternal_death_risk,suicides_100k,health_expenditure_share,infant_mortality_1000,renewables_share,co2_capita,greenhousegas_capita
PAN,PA,Panama,Panama City,Americas,Latin America & Caribbean ,High income,2005,3305868.0,36353284407.2954,1.74832129569238,1646282.0,75.829,8.6,2.665,2.2,1.3477,0.147175876377321,8.4,6.43272924,19.5,64.3041015960185,2.15265703288819,12521.73034
ESP,ES,Spain,Madrid,Europe,Europe & Central Asia,High income,1991,38966376.0,563930733763.379,6.93513966316581,19891586.0,76.9712195121951,,1.33,4.5999999046,3.901,,,,7.1,17.9703907618143,5.69977818825133,281710.9096
SMR,SM,San Marino,San Marino,Europe,Europe & Central Asia,High income,1987,22437.0,,,11396.0,,,,6.65899991989136,2.519,,,,16.6,,,
DJI,DJ,Djibouti,Djibouti,Africa,Middle East & North Africa,Lower middle income,2010,919199.0,,,461678.0,60.259,,3.39,1.42,,0.895590561132242,10.5,3.06150365,62.5,0.0,0.564730814546143,1415.112033
VIR,VI,Virgin Islands (U.S.),Charlotte Amalie,Americas,Latin America & Caribbean ,High income,2002,108509.0,,,56692.0,77.5219512195122,,2.21,,,,,,,0.0,,
GHA,GH,Ghana,Accra,Africa,Sub-Saharan Africa ,Lower middle income,2000,19665502.0,45457748574.8764,27.230113843564,9905777.0,58.195,,4.854,,,2.42296051520937,8.9,2.790447,64.6,91.4993769901703,0.251684396360693,16827.71163
ISL,IS,Iceland,Reykjavik,Europe,Europe & Central Asia,High income,2022,381900.0,26382133830.6991,9.04438872689973,186151.0,,,,,,,,,,,,
ASM,AS,American Samoa,Pago Pago,Oceania,East Asia & Pacific,High income,2002,58177.0,,,28608.0,,,,,,,,,,0.0,,
NAM,,Namibia,Windhoek,Africa,Sub-Saharan Africa ,Upper middle income,1983,1033085.0,,13.3249019109689,533980.0,57.969,,5.999,,,,,,61.5,,,
WSM,WS,Samoa,Apia,Oceania,East Asia & Pacific,Lower middle income,2020,214929.0,1375986908.94048,1.22360923994052,105296.0,72.768,,3.997,,0.5998,0.264539685110349,,5.32613707,14.7,,0.960782397908146,538.887695
KOR,KR,"Korea, Rep.",Seoul,Asia,East Asia & Pacific,High income,2000,47008111.0,871475638525.286,1.02176500548737,23385302.0,75.909756097561,,1.48,4.65,1.2853,0.0215473662590097,19.9,3.89759398,6.4,1.4248282650437,9.51404535272647,502291.3249
ERI,ER,Eritrea,Asmara,Africa,Sub-Saharan Africa ,Low income,2013,3296367.0,,,1673718.0,65.067,,4.335,,0.0524,1.81751497022414,18.4,5.00735378,36.0,0.540540540540541,0.178812007279529,5808.125444
HRV,HR,Croatia,Zagreb,Europe,Europe & Central Asia,High income,2022,3854000.0,155622872166.5,8.88234139901944,1976858.0,,,,,,,,,,,,
PER,PE,Peru,Lima,Americas,Latin America & Caribbean ,Upper middle income,1984,19285646.0,,108.477533234604,9646870.0,60.467,,4.568,,0.908,,,,74.3,,,
NPL,NP,Nepal,Kathmandu,Asia,South Asia,Lower middle income,2000,24559500.0,32319580728.0,4.47243371871953,12161850.0,62.614,,3.944,,,2.18609345861467,14.8,3.12598515,58.7,98.372513562387,0.131150878478796,26541.08889
SEN,SN,Senegal,Dakar,Africa,Sub-Saharan Africa ,Lower middle income,1986,6710885.0,,5.53608293030337,3365337.0,53.928,,6.902,,,,,,80.0,,,
PSE,PS,West Bank and Gaza,,Asia,Middle East & North Africa,Upper middle income,1982,,,,,,,,,,,,,53.2,,,
BEN,BJ,Benin,Porto-Novo,Africa,Sub-Saharan Africa ,Lower middle income,1994,5923394.0,8023775039.5168,35.0301127836754,3001627.0,54.91,,6.413,0.2336000055,0.061,,,,96.0,0.0,0.0473275963071172,4547.052866
AUT,AT,Austria,Vienna,Europe,Europe & Central Asia,High income,1995,7948278.0,188359159443.568,1.81391819271643,4114132.0,76.6682926829268,0.0,1.42,9.3999996185,3.4932,,,,5.7,70.5063612309254,7.69806994672305,77571.74658
THA,TH,Thailand,Bangkok,Asia,East Asia & Pacific,Upper middle income,2014,69960943.0,1059446245268.47,1.44146536528029,35728989.0,77.415,0.1,1.51,,,0.0423758051660478,12.7,3.68448091,9.7,8.51453474894525,3.73604169400633,388973.4431
EST,EE,Estonia,Tallinn,Europe,Europe & Central Asia,High income,2006,1346810.0,26052762444.1991,8.9785794608664,720684.0,72.6914634146341,0.8,1.58,5.55,3.1762,0.0151110057384857,34.8,4.76235056,5.1,1.33579942457871,11.9467482421425,19200.40872
KWT,KW,Kuwait,Kuwait City,Asia,Middle East & North Africa,High income,2011,3143825.0,247672823742.859,17.258342938766,1355253.0,78.464,,2.2,1.85,2.456,0.0230533115327303,3.3,2.33303547,8.9,0.0,26.4935548257298,113298.5243
BTN,BT,Bhutan,Thimphu,Asia,South Asia,Lower middle income,1998,557143.0,1375266837.39962,10.6962672047732,269372.0,61.549,,3.853,,,,,,63.0,100.0,0.67742033912299,1056.688947
LBN,LB,Lebanon,Beirut,Asia,Middle East & North Africa,Lower middle income,1996,4034243.0,30499363217.1891,1.73810973323754,2042515.0,72.293,,2.736,,,,,,20.7,11.4572864321608,3.50092941848074,16526.02578
HKG,HK,"Hong Kong SAR, China",,Asia,East Asia & Pacific,High income,2019,7507900.0,466386257749.905,2.0449584136674,4040585.0,85.1804878048781,,1.064,,,,,,,,,
SDN,SD,Sudan,Khartoum,Africa,Sub-Saharan Africa ,Low income,2012,35159792.0,137749753316.058,30.1285931395558,17566190.0,63.792,,4.895,0.82,,1.65369134689763,5.1,5.68827009,48.6,70.1462484103434,0.44955612934229,97894.22618
AFG,AF,Afghanistan,Kabul,Asia,South Asia,Low income,1994,15455555.0,,,7722096.0,51.495,,7.717,,,,,,106.9,68.7045123726346,0.0966377461048794,11733.04832
SGP,SG,Singapore,Singapore,Asia,East Asia & Pacific,High income,1989,2930901.0,,4.15917047818115,1459990.0,74.9463414634146,,1.75,,,,,,6.8,,,
ASM,AS,American Samoa,Pago Pago,Oceania,East Asia & Pacific,High income,2010,54849.0,,-15.3648895532304,27189.0,,,,,,,,,,0.0,,
DMA,DM,Dominica,Roseau,Americas,Latin America & Caribbean ,Upper middle income,1988,70397.0,,4.4988593545862,35409.0,71.364,,3.016,,,,,,13.3,,,
MNE,ME,Montenegro,Podgorica,Europe,Europe & Central Asia,Upper middle income,1990,606372.0,,,308801.0,75.5668780487805,,1.944,,,,,,14.8,0.0,3.15868848990389,4487.55672
GIB,GI,Gibraltar,,Europe,Europe & Central Asia,High income,1994,27282.0,,,13428.0,79.164,,2.518,,,,,,,0.0,,
DNK,DK,Denmark,Copenhagen,Europe,Europe & Central Asia,High income,2019,5814422.0,348345887697.179,1.04879424424314,2923497.0,81.4512195121951,0.3,1.7,2.6,,0.0078731686504549,14.9,10.12139606,3.3,,5.10738642637222,43569.79676
TUV,TV,Tuvalu,Funafuti,Oceania,East Asia & Pacific,Upper middle income,1980,7731.0,,,4138.0,60.833,,3.677,,,,,,48.5,,,
GBR,GB,United Kingdom,London,Europe,Europe & Central Asia,High income,1983,56332848.0,,5.12280951977073,28937208.0,74.3780487804878,0.0,1.77,,,,,,10.3,,,
GUY,GY,Guyana,Georgetown,Americas,Latin America & Caribbean ,High income,2006,758367.0,5574770807.21281,174.857704742568,380230.0,65.667,,2.797,2.5,,0.538600923249846,46.7,3.93144464,32.8,0.0,1.75746043802011,2860.328066
IRN,IR,"Iran, Islamic Rep.",Tehran,Asia,Middle East & North Africa,Lower middle income,2005,70182594.0,1034361754898.11,20.1661915986703,34551612.0,71.838,1.0,1.775,1.72,0.8869,0.0624725181943111,7.6,5.29996157,22.2,9.08034230268182,6.42318378827662,652633.9409
COD,CD,"Congo, Dem. Rep.",Kinshasa,Africa,Sub-Saharan Africa ,Low income,1983,29005175.0,,78.2154728988511,14744184.0,46.181,,6.548,,,,,,127.6,,,
BMU,BM,Bermuda,Hamilton,Americas,North America,High income,1986,57382.0,,5.83513671421576,28967.0,73.428,,1.697,,,,,,,,,
KOR,KR,"Korea, Rep.",Seoul,Asia,East Asia & Pacific,High income,1990,42869283.0,358187125246.697,10.0874657380898,21346470.0,71.5975609756098,,1.57,3.0999999046,0.8337,,,,13.4,6.0377143616365,5.77746541737122,280644.328
SYR,SY,Syrian Arab Republic,Damascus,Asia,Middle East & North Africa,Low income,2004,18084007.0,,10.3263712398652,8942531.0,72.475,,3.857,1.49,1.4522,0.102433833062543,2.1,4.47935343,17.2,13.0155563176107,2.56382891247498,94106.15328
COL,CO,Colombia,Bogota,Americas,Latin America & Caribbean ,Upper middle income,2015,47119728.0,630399533935.377,2.44932842052003,23847355.0,76.257,4.9,1.863,1.61,1.9742,0.145105125927597,6.5,7.52338505,13.4,68.236811220424,1.71939023077553,175033.6574
FRA,FR,France,Paris,Europe,Europe & Central Asia,High income,1999,60504420.0,1470523899441.7,0.203811154729848,31151034.0,78.7560975609756,0.0,1.81,8.3000001907,3.3345,,,,4.3,14.4667396980644,6.19795380238336,507981.4006
TLS,TL,Timor-Leste,Dili,Asia,East Asia & Pacific,Lower middle income,2020,1299995.0,6667089234.45963,-19.3411797139216,637023.0,68.475,,3.247,,0.7562,0.696312160582492,,9.85141468,44.3,,0.343155165981408,5537.128706
GUY,GY,Guyana,Georgetown,Americas,Latin America & Caribbean ,High income,1995,751689.0,3604040265.33264,12.3517087490984,378561.0,63.136,,3.074,3.1,0.33,,,,41.7,0.87260034904014,2.0362144450697,3288.48285
ALB,AL,Albania,Tirane,Europe,Europe & Central Asia,Upper middle income,2007,2970017.0,21634098448.2042,4.3867093833438,1488396.0,77.549,,1.671,3.09,1.1951,0.0177181141877633,10.3,5.70842791,15.3,97.4825174825175,1.43379650688868,8990.758036
JPN,JP,Japan,Tokyo,Asia,East Asia & Pacific,High income,2005,127773000.0,4110440479265.64,-1.19401768056427,65374871.0,81.9551219512195,,1.26,14.08,,0.0099930300802781,35.9,7.65818596,2.8,8.40711373205297,9.51276404248159,1289536.108
DMA,DM,Dominica,Roseau,Americas,Latin America & Caribbean ,Upper middle income,2005,68674.0,544660696.707752,-1.4482278443829,34154.0,72.254,,2.105,3.9,,,,4.97772503,16.8,23.5244519392917,2.16093426915572,212.491674
BTN,BT,Bhutan,Thimphu,Asia,South Asia,Lower middle income,2012,721145.0,5551018263.98396,9.17992969984938,337498.0,69.326,1.7,2.138,1.74,0.2765,0.218972303021149,6.0,3.61913681,31.0,99.997070326805,1.15635551796102,1496.462975
BMU,BM,Bermuda,Hamilton,Americas,North America,High income,1983,55930.0,,10.9973810786129,28193.0,74.116,,1.751,,,,,,,,,
DEU,DE,Germany,Berlin,Europe,Europe & Central Asia,High income,1987,77839920.0,,1.27966355384072,40611082.0,74.8070243902439,,1.43,,,,,,8.3,,,
KAZ,KZ,Kazakhstan,Astana,Asia,Europe & Central Asia,Upper middle income,2020,18755666.0,502316125773.101,4.21085829687233,9743042.0,71.37,,3.13,,4.0712,0.041562575942674,,3.78894091,9.1,,11.2977433059429,294805.9457
GRD,GD,Grenada,Saint George's,Americas,Latin America & Caribbean ,Upper middle income,1999,106823.0,731754272.592821,1.12148933209397,53160.0,72.903,,2.536,,0.5762,,,,13.0,0.0,1.92093463018264,2051.859229
GUY,GY,Guyana,Georgetown,Americas,Latin America & Caribbean ,High income,2011,744230.0,7510830548.78362,2.40931982980719,374340.0,66.982,,2.63,,,0.384806647873362,51.0,4.17213488,30.0,0.0,2.46106714322185,3670.424541
TUN,TN,Tunisia,Tunis,Africa,Middle East & North Africa,Lower middle income,2018,11933041.0,134989415233.776,7.92477071739602,6023338.0,75.95,,2.174,,,0.0946572507328234,4.5,5.93711042,14.6,,2.59976480429423,42463.58926
VGB,VG,British Virgin Islands,Road Town,Americas,Latin America & Caribbean ,High income,1981,11472.0,,,5580.0,68.371,,2.44,,,,,,26.1,,,
DNK,DK,Denmark,Copenhagen,Europe,Europe & Central Asia,High income,1990,5140939.0,93792929241.9911,2.60244721924072,2607184.0,74.8053658536585,,1.67,5.5999999046,2.4952,,,,7.4,3.17527519051651,10.1106043078901,69121.51836
ITA,IT,Italy,Rome,Europe,Europe & Central Asia,High income,1987,56601931.0,,6.00928278208094,29124921.0,76.219512195122,1.2,1.33,7.80000019073486,,,,,9.4,,,
STP,ST,Sao Tome and Principe,Sao Tome,Africa,Sub-Saharan Africa ,Lower middle income,1991,123084.0,,,61920.0,61.429,,5.769,4.7372999191,,,,,69.8,53.3333333333333,0.377790777030321,60.833939
EGY,EG,"Egypt, Arab Rep.",Cairo,Africa,Middle East & North Africa,Lower middle income,2013,93377890.0,992022227977.067,8.71267457488449,46092575.0,70.052,,3.419,,,0.107108021324455,4.6,4.91730928,21.4,8.88188039274026,2.29022523426049,304353.4118
KIR,KI,Kiribati,Tarawa,Oceania,East Asia & Pacific,Lower middle income,2022,131232.0,310327796.274233,4.63569433866462,67289.0,,,,,,,,,,,,
BFA,BF,Burkina Faso,Ouagadougou,Africa,Sub-Saharan Africa ,Low income,2018,20392723.0,42835545276.7504,1.07396688968345,10241740.0,60.047,31.2,5.069,,0.0853,1.45661045489384,11.6,4.95254326,55.6,,0.252428280421403,30655.18984
NER,NE,Niger,Niamey,Africa,Sub-Saharan Africa ,Low income,1987,7636591.0,,1.68456342698155,3834599.0,40.433,,7.871,0.543900012969971,,,,,137.1,,,
GHA,GH,Ghana,Accra,Africa,Sub-Saharan Africa ,Lower middle income,2022,33475870.0,217539115803.3,29.7991007048746,16780756.0,,,,,,,,,,,,
DNK,DK,Denmark,Copenhagen,Europe,Europe & Central Asia,High income,1981,5121572.0,,10.6939576076586,2594245.0,74.2304878048781,,1.44,7.80000019073486,,,,,8.1,,,
STP,ST,Sao Tome and Principe,Sao Tome,Africa,Sub-Saharan Africa ,Lower middle income,2022,227380.0,1077370033.75059,15.6625658345468,113972.0,,,,,,,,,,,,
SLE,SL,Sierra Leone,Freetown,Africa,Sub-Saharan Africa ,Low income,1998,4449975.0,2889332564.49489,23.775122880697,2238771.0,42.789,,6.495,,,,,,143.3,0.0,0.0556632340631127,2574.033251
LBY,LY,Libya,Tripoli,Africa,Middle East & North Africa,Upper middle income,1984,3564547.0,,,1640562.0,66.872,,6.435,,,,,,47.9,,,
SLE,SL,Sierra Leone,Freetown,Africa,Sub-Saharan Africa ,Low income,1992,4301566.0,2898420585.32732,82.023579840279,2167635.0,43.621,,6.555,,,,,,153.0,0.0,0.0756701164180673,3097.932726
GUM,GU,Guam,Agana,Oceania,East Asia & Pacific,High income,1997,154330.0,,,75353.0,73.349,,3.035,,,,,,,0.0,,
CZE,CZ,Czechia,Prague,Europe,Europe & Central Asia,High income,2021,10505772.0,479378773546.484,3.32810818916872,5331795.0,77.3731707317073,,1.83,,,,,,2.2,,,
GNQ,GQ,Equatorial Guinea,Malabo,Africa,Sub-Saharan Africa ,Upper middle income,2008,994971.0,33094595461.5909,19.8400389323386,478831.0,57.074,,5.363,,,1.28405542780109,11.1,1.82898855,84.4,12.2257053291536,5.84549700443531,13328.71466
KAZ,KZ,Kazakhstan,Astana,Asia,Europe & Central Asia,Upper middle income,1990,16348000.0,135061850194.611,,8482848.0,68.3365853658537,,2.72,13.6660995483,4.0453,,,,44.0,8.42994312134495,14.5125336432591,298754.678
RWA,RW,Rwanda,Kigali,Africa,Sub-Saharan Africa ,Low income,2015,11642959.0,20527629037.3032,0.486288743854814,5979182.0,65.298,,4.081,,0.1129,1.36202303014984,8.3,6.65446424,34.7,56.8878281622912,0.0927977157696768,5805.668917
VUT,VU,Vanuatu,Port-Vila,Oceania,East Asia & Pacific,Lower middle income,2005,217632.0,481953961.87864,0.41954189687101,107257.0,69.39,,4.158,4.1,,0.433052151390052,28.5,3.30528617,23.7,3.00360432519023,0.283046610792531,562.971264
CIV,CI,Cote d'Ivoire,Yamoussoukro,Africa,Sub-Saharan Africa ,Lower middle income,1984,9621405.0,,17.9098958917756,4710005.0,53.037,,7.349,,,,,,107.4,,,
JOR,JO,Jordan,Amman,Asia,Middle East & North Africa,Lower middle income,2002,5275532.0,35134569206.1353,0.924509731059914,2546539.0,72.359,0.2,3.832,1.7,2.2031,0.257908591484728,3.0,9.36340237,21.4,0.750122970978849,3.19844519946045,21730.26889
SVN,SI,Slovenia,Ljubljana,Europe,Europe & Central Asia,High income,2018,2073894.0,80823432203.6883,2.1125914748453,1037800.0,81.3780487804878,0.0,1.6,4.43,3.1721,0.0076196499019202,27.8,8.27911568,1.9,,6.78573736169737,16968.5195
HKG,HK,"Hong Kong SAR, China",,Asia,East Asia & Pacific,High income,1983,5345100.0,,4.60268945371951,2567470.0,75.2756097560976,,1.722,,,,,,,,,
BEL,BE,Belgium,Brussels,Europe,Europe & Central Asia,High income,1992,10045158.0,203645373545.612,3.42452455952036,5134710.0,76.3512195121951,1.0,1.65,7.6999998093,3.3805,,,,7.7,0.864024646408066,11.182432371895,133745.9789
CHE,CH,Switzerland,Bern,Europe,Europe & Central Asia,High income,1997,7088906.0,232048203743.027,-0.476483336948348,3626908.0,79.079512195122,,1.48,,3.2742,,,,4.9,56.0169054071493,6.03030989549022,51846.35099
KOR,KR,"Korea, Rep.",Seoul,Asia,East Asia & Pacific,High income,1984,40405956.0,,4.42130022868379,20182770.0,68.1951219512195,,1.74,,0.6,,,,22.6,,,
MAC,MO,"Macao SAR, China",,Asia,East Asia & Pacific,High income,1985,287700.0,,3.19402939056326,144641.0,75.478,,2.101,,,,,,,,,
CAN,CA,Canada,Ottawa,Americas,North America,High income,2003,31644028.0,1023682523002.92,3.25467324330218,15963984.0,79.7151219512195,0.2,1.55,3.5,,0.0147169055326191,18.8,9.01090145,5.3,58.915564963989,17.2083591886595,682672.0184
NLD,NL,Netherlands,Amsterdam,Europe,Europe & Central Asia,High income,1981,14247208.0,,6.39009241187789,7181305.0,75.9343902439025,,1.56,,,,,,8.5,,,
GAB,GA,Gabon,Libreville,Africa,Sub-Saharan Africa ,Upper middle income,1996,1150601.0,16295772628.1039,13.5626767433953,580106.0,60.612,,4.742,,,,,,56.9,64.003294892916,5.04611068476388,17396.39877
NLD,NL,Netherlands,Amsterdam,Europe,Europe & Central Asia,High income,2005,16319868.0,614044200508.505,1.98873995492572,8243829.0,79.3463414634146,0.1,1.71,4.5,2.6997,0.0182138731095062,13.4,9.09666824,4.5,7.45088620009808,10.2896665585776,203063.9173
SEN,SN,Senegal,Dakar,Africa,Sub-Saharan Africa ,Lower middle income,2008,11872929.0,31087211460.8825,8.21654273074127,6033364.0,63.242,,5.051,0.3,0.0617,2.61576371819873,10.3,3.50687575,46.1,9.77713874910137,0.542081907505722,20527.29477
KIR,KI,Kiribati,Tarawa,Oceania,East Asia & Pacific,Lower middle income,2014,114985.0,208317137.133403,4.3680578085429,58943.0,65.815,,3.599,,,0.445930446457351,50.7,10.03857899,45.7,0.0,0.522676870896204,87.340126
FSM,FM,"Micronesia, Fed. Sts.",Palikir,Oceania,East Asia & Pacific,Lower middle income,2021,113131.0,413865037.590566,2.2878183041438,56233.0,70.71,,2.711,,,,,,21.0,,,
SRB,RS,Serbia,Belgrade,Europe,Europe & Central Asia,Upper middle income,1980,7362000.0,,,3790609.0,68.7906341463415,,1.87,,,,,,,,,
MMR,MM,Myanmar,Naypyidaw,Asia,East Asia & Pacific,Lower middle income,1981,34110098.0,,2.88443076430521,17008344.0,54.646,,4.726,0.857599973678589,0.203,,,,96.1,,,
CHE,CH,Switzerland,Bern,Europe,Europe & Central Asia,High income,1990,6715519.0,191141284533.812,4.60362132287064,3435750.0,77.2424390243902,,1.58,,3.0107,,,,6.6,54.9825429153331,6.45169792535767,52841.49768
VIR,VI,Virgin Islands (U.S.),Charlotte Amalie,Americas,Latin America & Caribbean ,High income,2019,106669.0,,2.13487327204818,56473.0,79.6682926829268,,2.05,,,,,,,,,
DMA,DM,Dominica,Roseau,Americas,Latin America & Caribbean ,Upper middle income,1981,72932.0,,1.75796262964309,36767.0,73.232,,2.961,,,,,,17.0,,,
SWZ,SZ,Eswatini,Mbabane,Africa,Sub-Saharan Africa ,Lower middle income,1989,825952.0,,2.89173725080838,428462.0,62.927,,5.414,,,,,,53.2,,,
UGA,UG,Uganda,Kampala,Africa,Sub-Saharan Africa ,Low income,2002,25545090.0,32041170370.0928,-3.16955634147071,13037567.0,49.648,66.7,6.779,,0.047,3.05961254362217,14.9,4.77209187,79.3,99.6451465201465,0.0581794779348986,18124.99317
PAK,PK,Pakistan,Islamabad,Asia,South Asia,Lower middle income,2008,185931955.0,738330453500.48,13.2040098194447,90186327.0,64.036,,4.432,0.6,0.7806,1.14686014644295,13.0,2.71266907,72.9,30.3265805099546,0.756912387652784,317305.6294
HND,HN,Honduras,Tegucigalpa,Americas,Latin America & Caribbean ,Lower middle income,1995,5812832.0,13325084858.9538,23.7139686839353,2876838.0,67.139,26.2,4.758,,0.65,,,,37.1,61.3269794721408,0.665510374289159,13014.74993
MNP,MP,Northern Mariana Islands,Saipan,Oceania,East Asia & Pacific,High income,1983,25594.0,,,12107.0,,,,,,,,,,,,
BRB,BB,Barbados,Bridgetown,Americas,Latin America & Caribbean ,High income,2022,281635.0,5023651138.95169,5.81410553547292,146550.0,,,,,,,,,,,,
AND,AD,Andorra,Andorra la Vella,Europe,Europe & Central Asia,High income,2006,80221.0,,3.45718408670396,38392.0,,,1.24,2.6,3.0123,,,4.96465921,5.1,94.5945945945946,6.80540008227272,637.875045
ROU,RO,Romania,Bucharest,Europe,Europe & Central Asia,High income,2006,21193760.0,244893279765.097,10.6065793571017,10929699.0,72.1634146341463,7.4,1.42,6.74,2.2104,0.0425858790415997,21.8,5.07106066,14.3,29.283697784583,4.68318505069417,129071.4022
KWT,KW,Kuwait,Kuwait City,Asia,Middle East & North Africa,High income,2017,4124904.0,206275309887.727,16.2310999336247,1616950.0,79.781,,2.161,2.04,,0.0131456976285749,4.0,4.65326786,7.6,,21.9104008238737,130517.5087
GRL,GL,Greenland,Nuuk,Americas,Europe & Central Asia,High income,2016,56186.0,,3.53778245812826,26525.0,71.8251219512195,,2.0,,,,,,,,,
KAZ,KZ,Kazakhstan,Astana,Asia,Europe & Central Asia,Upper middle income,1987,16072478.0,,,8319243.0,69.290243902439,,3.19,13.5560998916626,,,,,47.1,,,
SVN,SI,Slovenia,Ljubljana,Europe,Europe & Central Asia,High income,2010,2048583.0,57002798103.8731,-1.02931788544865,1036572.0,79.4219512195122,0.0,1.57,4.57,2.4367,0.0105206988997686,34.0,8.56503296,2.6,29.2156259612427,7.70151856185471,18806.32624
COM,KM,Comoros,Moroni,Africa,Sub-Saharan Africa ,Lower middle income,2007,616899.0,1343402962.99366,3.5449226957637,309235.0,60.102,,4.882,,,1.78260366354678,6.6,5.41753864,59.2,0.0,0.18122901804023,324.038998
TUR,TR,Turkiye,Ankara,Asia,Europe & Central Asia,Upper middle income,2010,73195345.0,1268709585421.29,7.00928360259741,36435164.0,75.069,0.8,2.137,2.74,1.7068,0.0536284544843534,3.6,5.02053452,15.5,26.3777887201242,4.06875601173818,371145.2694
GEO,GE,Georgia,Tbilisi,Asia,Europe & Central Asia,Upper middle income,1996,4491699.0,9927697209.53831,43.0335431911545,2395046.0,68.974,6.8,1.792,5.6700000763,3.0644,,,,38.0,83.4840684569361,1.41667996898278,15384.0526
