iso3,iso2,name,capital,continent,region,income_level,year,population,gdp,inflation,female_population,life_expectancy,poverty,fertility,hospital_beds_1000,physicians_1000,maternal_death_risk,suicides_100k,health_expenditure_share,infant_mortality_1000,renewables_share,co2_capita,greenhousegas_capita
LUX,LU,Luxembourg,Luxembourg,Europe,Europe & Central Asia,High income,2012,530946.0,51308724180.9019,3.26597731840673,265765.0,81.3926829268293,0.0,1.57,5.15,2.8047,0.0147610042625853,15.1,5.29404306,2.3,11.1715632934349,20.1489417002859,11672.88304
POL,PL,Poland,Warsaw,Europe,Europe & Central Asia,High income,1997,38649660.0,345396863164.991,13.6665453459093,19877592.0,72.6463414634146,,1.51,5.4000000954,2.364,,,,10.4,1.512754106503,8.9166890471999,409786.4052
ABW,AW,Aruba,Oranjestad,Americas,Latin America & Caribbean ,High income,2005,94483.0,3426372647.33396,5.06249126984655,49414.0,73.811,,1.777,,,,,,,0.0,,
BLZ,BZ,Belize,Belmopan,Americas,Latin America & Caribbean ,Upper middle income,2012,337059.0,3071778720.61696,0.703671771807677,167988.0,73.245,,2.555,1.08,1.145,0.0776296922295345,10.9,5.43051958,15.2,49.1940058214813,1.38047048142907,1171.634439
COL,CO,Colombia,Bogota,Americas,Latin America & Caribbean ,Upper middle income,1983,28042329.0,,20.4025756995262,14001947.0,67.745,,3.527,,,,,,38.5,,,
BIH,BA,Bosnia and Herzegovina,Sarajevo,Europe,Europe & Central Asia,Upper middle income,1990,4494310.0,,,2266919.0,72.349,,1.794,4.4590997696,1.5755,,,,16.1,20.8993985784582,5.33243145221402,30258.58061
ZAF,ZA,South Africa,Pretoria,Africa,Sub-Saharan Africa ,Upper middle income,1991,40910959.0,266061272857.018,15.6545219222237,20972094.0,63.265,,3.618,,,,,,46.8,1.1891034880369,5.92227622921281,323957.5294
LVA,LV,Latvia,Riga,Europe,Europe & Central Asia,High income,2015,1977527.0,49384358752.2535,0.115712474014657,1071516.0,74.4804878048781,0.7,1.7,5.69,3.1656,0.0385187494778792,37.2,5.65211773,4.3,50.1716970901862,3.69951965257617,11928.83139
CIV,CI,Cote d'Ivoire,Yamoussoukro,Africa,Sub-Saharan Africa ,Lower middle income,1997,15335453.0,48771606524.681,3.92147419926667,7586769.0,51.449,,5.951,,,,,,100.3,46.6137434879682,0.324255175246535,23055.35573
LSO,LS,Lesotho,Maseru,Africa,Sub-Saharan Africa ,Lower middle income,1996,1955098.0,2175588262.66978,6.00204436271514,997590.0,55.232,,4.071,,,,,,67.5,0.0,0.840929712986254,3210.990912
PNG,PG,Papua New Guinea,Port Moresby,Oceania,East Asia & Pacific,Lower middle income,2007,6921066.0,18257507754.2405,2.79525188570074,3314819.0,62.034,,4.076,,,1.44303656023065,3.7,2.42102122,47.9,38.8159813356664,0.68446103533762,12527.46291
BHS,BS,"Bahamas, The",Nassau,Americas,Latin America & Caribbean ,High income,2005,347804.0,9998378317.40009,5.05684575856411,178628.0,72.765,,2.05,,,0.151401909762269,4.9,4.03196478,14.5,0.0,5.62270704189716,2196.805957
LUX,LU,Luxembourg,Luxembourg,Europe,Europe & Central Asia,High income,2022,650774.0,92549077116.6145,6.423027206453,323237.0,,,,,,,,,,,,
MAR,MA,Morocco,Rabat,Africa,Middle East & North Africa,Lower middle income,2020,36688772.0,296791841361.35,0.14695044755959,18213816.0,73.92,,2.353,,,0.174110949029077,,5.99316072,16.1,,1.81852638730999,88027.79761
GUM,GU,Guam,Agana,Oceania,East Asia & Pacific,High income,1980,110286.0,,,53086.0,69.861,,3.248,,,,,,,,,
KWT,KW,Kuwait,Kuwait City,Asia,Middle East & North Africa,High income,2001,1991674.0,117598928599.35,-7.71871077505772,822562.0,76.891,,2.715,2.3,,0.0315020790340904,3.4,3.18838811,10.8,0.0,26.7055251009954,73203.3538
AFG,AF,Afghanistan,Kabul,Asia,South Asia,Low income,1981,11155195.0,,,5490160.0,40.164,,7.568,0.275599986314774,0.077,,,,158.3,,,
CPV,CV,Cabo Verde,Praia,Africa,Sub-Saharan Africa ,Lower middle income,2009,515638.0,2986537296.12721,1.95455824513613,259039.0,73.088,,2.629,,0.5157,0.179470343426474,24.1,3.88152432,22.8,1.50570293062781,0.990229579666355,664.252956
MWI,MW,Malawi,Lilongwe,Africa,Sub-Saharan Africa ,Low income,1997,10512678.0,9666385980.01503,20.8348496673145,5386547.0,43.131,58.5,6.258,,,,,,114.1,82.5046040515654,0.0877407260072077,3610.456706
IRN,IR,"Iran, Islamic Rep.",Tehran,Asia,Middle East & North Africa,Lower middle income,1989,53644736.0,,17.1600078824836,26240665.0,65.718,,5.108,,,,,,46.6,,,
MAC,MO,"Macao SAR, China",,Asia,East Asia & Pacific,High income,2015,615239.0,70022650971.9238,4.5140552836645,323145.0,83.984,,1.196,,,,,,,0.0,,
ABW,AW,Aruba,Oranjestad,Americas,Latin America & Caribbean ,High income,2006,95606.0,3572323466.89337,3.48522647295395,50016.0,74.026,,1.909,,,,,,,0.0,,
JOR,JO,Jordan,Amman,Asia,Middle East & North Africa,Lower middle income,2018,10459865.0,102662783219.064,2.27304507723449,5024293.0,75.774,,2.973,,,0.129981777964227,2.4,7.84809589,13.8,,2.36236318537572,35966.76761
ZMB,ZM,Zambia,Lusaka,Africa,Sub-Saharan Africa ,Lower middle income,1995,8684135.0,13190296821.7501,30.6111247595742,4507042.0,45.553,,6.241,,0.069,,,,101.7,99.3311458859162,0.245217284162441,24581.46761
KWT,KW,Kuwait,Kuwait City,Asia,Middle East & North Africa,High income,2006,2363409.0,210673762813.413,16.1763628454097,978402.0,76.887,,2.603,1.9,1.4543,0.0308050279970019,3.7,1.8213098,10.0,0.0,30.6497944283025,98323.32973
SLV,SV,El Salvador,San Salvador,Americas,Latin America & Caribbean ,Upper middle income,1996,5797140.0,22514453638.4133,6.58171861061977,2996095.0,67.076,15.3,3.482,1.6499999762,,,,,34.0,68.50207223209,0.75725271426945,9324.391689
ASM,AS,American Samoa,Pago Pago,Oceania,East Asia & Pacific,High income,1993,51174.0,,,24976.0,,,,,,,,,,0.0,,
SUR,SR,Suriname,Paramaribo,Americas,Latin America & Caribbean ,Upper middle income,2005,516220.0,5199759311.60535,15.5398119400855,255810.0,67.002,,2.749,,,0.514443356517369,37.2,5.2439642,23.6,52.7009222661397,3.26849017860602,2785.835899
LUX,LU,Luxembourg,Luxembourg,Europe,Europe & Central Asia,High income,2007,479993.0,40857334356.5241,1.89248054012752,242111.0,79.3829268292683,0.0,1.61,5.67,2.7227,0.012837595954726,20.4,6.15803099,2.5,8.27866291783818,23.1553376820079,12109.87906
SLE,SL,Sierra Leone,Freetown,Africa,Sub-Saharan Africa ,Low income,1996,4347370.0,2931785642.99962,29.5804868075411,2188253.0,43.68,,6.552,,0.073,,,,147.5,0.0,0.0714684970453401,2700.857771
DEU,DE,Germany,Berlin,Europe,Europe & Central Asia,High income,1988,78144619.0,,1.69046127693917,40700023.0,74.9987317073171,,1.46,,,,,,7.8,,,
LCA,LC,St. Lucia,Castries,Americas,Latin America & Caribbean ,Upper middle income,2017,177163.0,2701276271.30681,3.52901221354304,89132.0,73.127,,1.448,1.3,0.6409,0.0878998783169737,14.4,4.66334057,20.7,,2.99667537804169,865.537994
AUT,AT,Austria,Vienna,Europe,Europe & Central Asia,High income,2015,8642699.0,430975998137.236,2.30097866680524,4406154.0,81.190243902439,0.7,1.49,7.54,5.1035,0.0078989733585394,24.8,10.36746693,3.0,76.4907792691417,7.3188595368183,76429.62374
CHE,CH,Switzerland,Bern,Europe,Europe & Central Asia,High income,1982,6391309.0,,7.34804061217811,3279780.0,76.0339024390244,0.7,1.56,,2.6,,,,7.8,,,
FJI,FJ,Fiji,Suva,Oceania,East Asia & Pacific,Upper middle income,2000,832509.0,4728252304.11338,-4.71987387917059,409203.0,66.31,,3.026,,,0.149615449878429,13.3,3.42441177,19.2,60.2310502057446,1.00489003722482,1963.529304
BLR,BY,Belarus,Minsk,Europe,Europe & Central Asia,Upper middle income,2005,9663915.0,93228959084.0121,18.9721606003942,5174635.0,68.8512195121951,0.9,1.252,11.13,,0.0148690561066807,78.5,6.07036781,6.7,0.119505183941087,5.84282870865483,86179.88216
CHL,CL,Chile,Santiago,Americas,Latin America & Caribbean ,High income,1999,15176410.0,135403693020.971,2.18776787074258,7634572.0,76.018,,2.044,,,,,,9.8,38.0307371711383,3.58650695388435,73894.02818
CHE,CH,Switzerland,Bern,Europe,Europe & Central Asia,High income,1995,7040687.0,217158827463.625,0.737757710726214,3601427.0,78.4170731707317,,1.48,,3.1842,,,,5.2,57.4299575889988,6.16976724004348,52684.19741
SUR,SR,Suriname,Paramaribo,Americas,Latin America & Caribbean ,Upper middle income,2011,552146.0,7746725931.88615,13.8444468459506,275035.0,69.914,,2.587,,,0.356468045434927,37.2,4.40932178,20.2,60.6355715017939,3.53661893774473,3532.494146
UZB,UZ,Uzbekistan,Tashkent,Asia,Europe & Central Asia,Lower middle income,1997,23667000.0,55321769366.0011,66.0870678105893,11811592.0,64.764,,3.082,6.4800000191,3.1047,,,,55.8,12.5439701220307,4.25623441923353,154394.4483
GAB,GA,Gabon,Libreville,Africa,Sub-Saharan Africa ,Upper middle income,1999,1240764.0,16938747928.9375,19.191335888387,623969.0,60.849,,4.502,,,,,,54.7,63.1024096385542,4.85820832970654,17203.2982
TJK,TJ,Tajikistan,Dushanbe,Asia,Europe & Central Asia,Lower middle income,1993,5717806.0,8321856469.95443,1207.2110489489,2904373.0,52.867,,4.812,10.6812000275,2.169,,,,88.5,96.488360295361,0.903720762824062,11084.16884
JOR,JO,Jordan,Amman,Asia,Middle East & North Africa,Lower middle income,1995,4458195.0,23884497850.0049,1.88459153084248,2123362.0,70.87,,4.662,,,,,,25.6,0.338319088319088,3.05148159737293,23248.09038
PYF,PF,French Polynesia,Papeete,Oceania,East Asia & Pacific,High income,1992,219621.0,,3.6943538228855,105158.0,74.419,,3.15,,,,,,,28.7066246056782,,
PAN,PA,Panama,Panama City,Americas,Latin America & Caribbean ,High income,2022,4408581.0,173167630551.442,2.44940365966477,2204170.0,,,,,,,,,,,,
MKD,MK,North Macedonia,Skopje,Europe,Europe & Central Asia,Upper middle income,1982,1958275.0,,,966124.0,69.9555609756098,,2.438,5.36460018157959,,,,,50.3,,,
IRN,IR,"Iran, Islamic Rep.",Tehran,Asia,Middle East & North Africa,Lower middle income,1992,59372016.0,521500721742.406,29.3415325625637,29125341.0,66.776,,4.082,,,,,,40.8,13.8767546158775,3.93537083194211,370067.468
SLV,SV,El Salvador,San Salvador,Americas,Latin America & Caribbean ,Upper middle income,1992,5552206.0,17707037452.6417,3.41992302194576,2859789.0,64.657,,3.815,,,,,,42.0,75.8606213266163,0.604066203595472,8018.712826
MWI,MW,Malawi,Lilongwe,Africa,Sub-Saharan Africa ,Low income,1991,9831584.0,7204724049.79003,10.6923141627805,5046355.0,43.312,,6.717,,,,,,138.0,98.0417754569191,0.0805587380426186,3442.216377
TZA,TZ,Tanzania,Dodoma,Africa,Sub-Saharan Africa ,Lower middle income,1986,23324270.0,,,11784910.0,51.672,,6.475,,,,,,106.3,,,
ERI,ER,Eritrea,Asmara,Africa,Sub-Saharan Africa ,Low income,2008,3005779.0,4355564713.01755,16.0762200958727,1529533.0,62.573,,4.737,,0.0411,2.6107541776914,20.4,6.415205,41.6,0.696864111498258,0.149482047748687,5431.007274
GAB,GA,Gabon,Libreville,Africa,Sub-Saharan Africa ,Upper middle income,2012,1836705.0,26868451928.813,-2.9419027036061,902939.0,64.587,,4.086,,,0.774420841403596,15.0,2.42097569,38.7,42.5138632162662,3.05001075295162,15095.37889
MDA,MD,Moldova,Chisinau,Europe,Europe & Central Asia,Upper middle income,1980,2716068.0,,,1451730.0,65.173,,2.377,12.0548000335693,2.816,,,,39.4,,,
COD,CD,"Congo, Dem. Rep.",Kinshasa,Africa,Sub-Saharan Africa ,Low income,1994,41511985.0,22998089277.1169,26765.8582518855,20956530.0,49.884,,6.668,,,,,,115.6,99.6611445783133,0.0531949989864373,40133.49667
TKM,TM,Turkmenistan,Ashgabat,Asia,Europe & Central Asia,Upper middle income,2019,6158420.0,96246606627.3542,2.0460660793227,3108189.0,69.002,,2.74,,,0.0152275949726879,8.8,5.68183947,36.9,,10.2675361537537,216205.9786
VNM,VN,Vietnam,Hanoi,Asia,East Asia & Pacific,Lower middle income,1984,58406863.0,,,29929729.0,67.305,,4.349,,,,,,43.8,,,
ZWE,ZW,Zimbabwe,Harare,Africa,Sub-Saharan Africa ,Lower middle income,1993,10794918.0,19057902004.4769,-3.79112219212563,5641532.0,54.426,,4.386,,,,,,53.3,27.6111408677022,1.58181840751361,29542.69185
LUX,LU,Luxembourg,Luxembourg,Europe,Europe & Central Asia,High income,2009,497783.0,43245754134.0161,0.870687903518032,250499.0,80.6365853658537,0.0,1.59,5.47,2.717,0.0147118139852642,16.3,6.94993162,2.4,8.47081218274112,20.9788200882714,11443.09647
MHL,MH,Marshall Islands,Majuro,Oceania,East Asia & Pacific,Upper middle income,1984,37437.0,,4.10712298989986,18297.0,61.93,,7.037,,,,,,45.1,,,
HUN,HU,Hungary,Budapest,Europe,Europe & Central Asia,High income,2000,10210971.0,121055806390.837,9.58348091637275,5351765.0,71.2463414634146,,1.32,8.16,2.6799,0.0201738645076875,52.6,6.77804327,8.7,0.690517461851041,5.3504510002036,71353.1736
ZAF,ZA,South Africa,Pretoria,Africa,Sub-Saharan Africa ,Upper middle income,2022,59893885.0,952603158774.221,5.0542926833629,30725879.0,,,,,,,,,,,,
SXM,SX,Sint Maarten (Dutch part),Philipsburg,Americas,Latin America & Caribbean ,High income,2017,40574.0,1538327625.27771,0.103063147887369,19114.0,75.03,,1.627,,,,,,,,,
LBY,LY,Libya,Tripoli,Africa,Middle East & North Africa,Upper middle income,2010,6491988.0,196428154135.644,19.278545342939,3191977.0,72.374,,2.603,3.7,,0.157908124908057,7.4,3.58541107,14.2,0.0,9.17432379727135,126229.1078
ABW,AW,Aruba,Oranjestad,Americas,Latin America & Caribbean ,High income,1986,64553.0,,,33007.0,72.462,,2.32,,,,,,,,,
GUM,GU,Guam,Agana,Oceania,East Asia & Pacific,High income,2001,161524.0,,,79644.0,75.41,,2.957,,,,,,,0.0,,
AFG,AF,Afghanistan,Kabul,Asia,South Asia,Low income,2022,41128771.0,,,20362329.0,,,,,,,,,,,,
USA,US,United States,Washington D.C.,Americas,North America,High income,2016,323071755.0,18695110842000.0,1.00223548021816,163224028.0,78.5390243902439,1.0,1.8205,2.77,,0.0318871873009397,23.5,16.79314804,5.7,,15.1498827249693,6003240.816
DMA,DM,Dominica,Roseau,Americas,Latin America & Caribbean ,Upper middle income,1992,69112.0,330636638.358818,4.38687659058799,34825.0,70.282,,3.281,,,,,,12.7,51.6129032258064,0.908669984951962,188.233568
LCA,LC,St. Lucia,Castries,Americas,Latin America & Caribbean ,Upper middle income,2009,169688.0,2140351235.88994,0.318436532246153,85135.0,72.722,,1.555,1.5,0.1045,0.138414220503431,13.0,5.23717833,17.0,0.0,2.6177455094055,731.083297
PAK,PK,Pakistan,Islamabad,Asia,South Asia,Lower middle income,1994,129245139.0,307428330192.997,13.0284160538763,62325262.0,60.116,,6.008,,0.55,,,,98.6,42.6813556157222,0.589992015096212,189780.0489
ALB,AL,Albania,Tirane,Europe,Europe & Central Asia,Upper middle income,2021,2811666.0,43672781505.2677,3.45443198973012,1407212.0,76.463,,1.39,,,,,,8.4,,,
DEU,DE,Germany,Berlin,Europe,Europe & Central Asia,High income,1995,81678051.0,1924796584840.05,1.98132464852524,42051246.0,76.4219512195122,0.2,1.25,9.6999998093,3.0745,,,,5.3,4.86698923076346,10.7086223200894,1034567.005
KIR,KI,Kiribati,Tarawa,Oceania,East Asia & Pacific,Lower middle income,2015,116707.0,231157906.177458,4.5611706627853,59874.0,66.059,,3.53,1.9,,0.450624609608097,50.8,8.02337551,44.7,7.27272727272727,0.520105906243841,88.522816
COM,KM,Comoros,Moroni,Africa,Sub-Saharan Africa ,Lower middle income,2006,604658.0,1297670582.52462,3.11076370928964,303423.0,59.875,,4.955,2.2,,1.811524174004,6.6,5.77074099,60.7,0.0,0.284623704639648,404.567866
ABW,AW,Aruba,Oranjestad,Americas,Latin America & Caribbean ,High income,1998,84355.0,2424658706.95207,6.59295050184228,43688.0,73.491,,1.957,,,,,,,0.0,,
QAT,QA,Qatar,Doha,Asia,Middle East & North Africa,High income,2009,1610274.0,202554923835.198,-24.2181008766069,376711.0,77.878,,2.176,1.4,3.0975,0.0318793077385737,10.4,2.38356304,8.0,0.0,33.7273035520663,75998.98187
LBR,LR,Liberia,Monrovia,Africa,Sub-Saharan Africa ,Low income,1982,2047602.0,,,1025372.0,45.204,,6.788,,,,,,159.3,,,
AFG,AF,Afghanistan,Kabul,Asia,South Asia,Low income,2009,27385307.0,43140533617.6219,-2.16340442783005,13557331.0,60.364,,6.235,0.42,0.2126,5.73146081392652,4.8,9.81848717,66.8,87.1766029246344,0.239506900543419,24313.53007
SLE,SL,Sierra Leone,Freetown,Africa,Sub-Saharan Africa ,Low income,1990,4325388.0,3306887501.12546,70.5915492458487,2181394.0,44.057,,6.567,,,,,,154.8,0.0,0.0735194160616342,3103.884924
ZMB,ZM,Zambia,Lusaka,Africa,Sub-Saharan Africa ,Lower middle income,2005,11564870.0,25929697168.8488,16.6501990728872,5947650.0,50.659,,5.71,,0.0545,1.7686023498727,16.6,6.86332178,62.4,99.4068934646374,0.198281519809561,29370.2779
XKX,XK,Kosovo,Pristina,,Europe & Central Asia,Upper middle income,2008,1747383.0,11437356903.9268,,867678.0,77.392,,2.444,,,,,,21.3,1.47229755908563,,
BFA,BF,Burkina Faso,Ouagadougou,Africa,Sub-Saharan Africa ,Low income,1983,7531184.0,,5.40931696202939,3831322.0,48.091,,7.251,,0.018,,,,108.4,,,
MNP,MP,Northern Mariana Islands,Saipan,Oceania,East Asia & Pacific,High income,2003,74623.0,,-3.83468427579683,38389.0,,,,,,,,,,0.0,,
LVA,LV,Latvia,Riga,Europe,Europe & Central Asia,High income,1996,2457222.0,14274144869.2153,12.4342660093706,1332202.0,68.7765853658537,,1.16,10.4399995804,2.8102,,,,15.2,59.532949456174,3.66649818372129,13383.20212
BGR,BG,Bulgaria,Sofia,Europe,Europe & Central Asia,Upper middle income,2014,7223938.0,127263783970.346,1.34074019487281,3723787.0,74.4658536585366,1.7,1.53,7.13,3.975,0.0103363198041351,16.3,7.68282461,7.3,15.7436017644426,5.82153390574504,54624.01798
MNP,MP,Northern Mariana Islands,Saipan,Oceania,East Asia & Pacific,High income,1985,32041.0,,,15153.0,,,,,,,,,,,,
GHA,GH,Ghana,Accra,Africa,Sub-Saharan Africa ,Lower middle income,1990,15446982.0,24331326718.0263,31.1665867346186,7795067.0,55.62,,5.712,1.4600000381,,,,,80.0,100.0,0.16293797714013,11517.41337
ECU,EC,Ecuador,Quito,Americas,Latin America & Caribbean ,Upper middle income,1995,11561683.0,64502522019.741,5.22255322839003,5768799.0,71.041,,3.403,,1.2458,,,,33.0,61.2290900462688,1.80924351584454,48186.32589
ARG,AR,Argentina,Buenos Aires,Americas,Latin America & Caribbean ,Upper middle income,1998,36233195.0,430467771287.181,-1.70527962400085,18370060.0,73.474,4.0,2.662,,3.0169,,,,19.0,36.3900448575907,3.6615567575534,286322.0268
HTI,HT,Haiti,Port-au-Prince,Americas,Latin America & Caribbean ,Lower middle income,2004,8961489.0,20688935001.9622,19.3029246844908,4510238.0,58.475,,3.939,,,1.68704019143905,9.2,3.42928433,66.8,47.5319926873857,0.185995876354923,7718.485077
DEU,DE,Germany,Berlin,Europe,Europe & Central Asia,High income,2013,80645605.0,3628559701800.76,1.95939168302444,40998376.0,80.490243902439,0.0,1.42,8.28,4.0087,0.0074490376810194,19.9,10.99848843,3.3,24.0725497476084,9.62422936749002,881582.6541
MYS,MY,Malaysia,Kuala Lumpur,Asia,East Asia & Pacific,Upper middle income,2005,25923536.0,422924580301.132,8.8625864706771,12651740.0,74.096,,2.328,1.8,0.7826,0.0777847394383112,6.9,2.78692698,7.0,6.28016401969204,6.44099632087228,209389.8407
IDN,ID,Indonesia,Jakarta,Asia,East Asia & Pacific,Upper middle income,2019,269582878.0,3332230852333.22,1.59848849984144,133784436.0,70.518,4.4,2.215,,0.4651,0.324109012158324,3.7,2.90491366,20.1,16.2466452115754,2.24528577070833,1020913.716
ALB,AL,Albania,Tirane,Europe,Europe & Central Asia,Upper middle income,1993,3227287.0,6640762795.01695,125.650814219817,1600776.0,73.939,,2.707,3.8313999176,1.4131,,,,31.7,93.9076225559649,0.644008419455722,6747.458751
GIN,GN,Guinea,Conakry,Africa,Sub-Saharan Africa ,Lower middle income,2016,11930985.0,24399990225.9638,5.66894845007641,6064194.0,58.763,,4.926,,0.0832,3.26006504571296,9.3,5.39694929,70.2,,0.235227854196447,25596.38581
TUN,TN,Tunisia,Tunis,Africa,Middle East & North Africa,Lower middle income,1985,7476092.0,,3.59712104139886,3709581.0,67.589,12.3,4.516,,,,,,53.5,,,
MAR,MA,Morocco,Rabat,Africa,Middle East & North Africa,Lower middle income,2014,34248603.0,248261803038.741,0.215437768161777,17027786.0,72.538,,2.548,1.1,0.9135,0.280311652767488,9.8,5.86155415,21.4,12.3878104779795,1.71369617616228,79184.64053
CAN,CA,Canada,Ottawa,Americas,North America,High income,2008,33247118.0,1342395839240.43,3.98717043101723,16769997.0,80.7246341463415,0.2,1.7,2.85,1.959,0.022188702950093,17.1,9.60754967,5.1,61.472527402962,16.5594262937317,691864.5229
FRA,FR,France,Paris,Europe,Europe & Central Asia,High income,2003,62256970.0,1753692811828.18,1.85936824410877,32074754.0,79.1146341463415,0.2,1.89,7.55,3.4238,0.0159678738413705,29.2,10.08283424,3.6,11.2300179517866,6.05295599834043,509781.811
SUR,SR,Suriname,Paramaribo,Americas,Latin America & Caribbean ,Upper middle income,2015,575475.0,9622687776.87004,4.85247735393695,287483.0,70.8,,2.494,3.05,1.0463,0.340692292594261,37.8,5.80808163,18.3,60.0531443755536,4.73365480689865,4352.376443
CYP,CY,Cyprus,Nicosia,Asia,Europe & Central Asia,High income,1991,799061.0,8062041794.90408,3.8880061610584,394308.0,73.716,,2.336,,1.6154,,,,9.9,0.0,6.39375466954338,5966.657666
XKX,XK,Kosovo,Pristina,,Europe & Central Asia,Upper middle income,2000,1700000.0,,,827796.0,74.072,,2.66,,,,,,42.8,1.75853905985796,,
CYM,KY,Cayman Islands,George Town,Americas,Latin America & Caribbean ,High income,1981,17904.0,,,9137.0,,,,,,,,,,,,
FIN,FI,Finland,Helsinki,Europe,Europe & Central Asia,High income,1984,4881803.0,,8.44239528234074,2518581.0,74.5190243902439,,1.69,,,,,,6.1,,,
GRD,GD,Grenada,Saint George's,Americas,Latin America & Caribbean ,Upper middle income,2020,123663.0,1720589060.09024,-0.299985587376284,61746.0,74.924,,2.023,,,0.0439218850477984,,5.82064009,14.6,,2.62406702085507,2397.288523
SAU,SA,Saudi Arabia,Riyadh,Asia,Middle East & North Africa,High income,2005,24397644.0,1122602978276.46,20.1496127858809,10497404.0,74.588,,3.242,2.25,,0.0587956034324777,5.7,3.41867018,14.2,0.0,12.9231002796827,425133.8514
SAU,SA,Saudi Arabia,Riyadh,Asia,Middle East & North Africa,High income,1981,10678211.0,,11.7112957452243,4793086.0,63.472,,7.126,1.45819997787476,0.55,,,,63.7,,,
THA,TH,Thailand,Bangkok,Asia,East Asia & Pacific,Upper middle income,1981,46727292.0,,8.37242257435142,23301459.0,64.595,22.7,3.183,,,,,,45.0,,,
URY,UY,Uruguay,Montevideo,Americas,Latin America & Caribbean ,High income,1999,3278963.0,35589063842.0528,3.8829960652083,1689136.0,74.769,,2.22,,3.745,,,,15.4,77.1059216013344,2.06870281854355,34147.55794
PRY,PY,Paraguay,Asuncion,Americas,Latin America & Caribbean ,Upper middle income,1986,3636027.0,,26.896747649867,1798423.0,66.656,,4.9,,,,,,41.5,,,
CUW,CW,Curacao,Willemstad,Americas,Latin America & Caribbean ,High income,2011,150831.0,3963622285.20271,-1.22227291824896,81834.0,77.4731707317073,,2.1,,,,,,,2.41509433962264,,
TUN,TN,Tunisia,Tunis,Africa,Middle East & North Africa,Lower middle income,1987,7874302.0,,5.17071147982769,3908522.0,68.899,,4.1,,,,,,48.8,,,
MRT,MR,Mauritania,Nouakchott,Africa,Sub-Saharan Africa ,Lower middle income,2019,4383849.0,25159554676.7171,5.41109042557508,2238719.0,65.687,,4.521,,,2.05304155466839,4.0,3.34527016,33.8,,0.872475306517173,13997.3509
